# time  created  delivered  delivered/created
0.0000 1 0 0.0000
0.0000 2 0 0.0000
0.0000 3 0 0.0000
0.0000 4 0 0.0000
0.0000 5 0 0.0000
0.0000 6 0 0.0000
0.0000 7 0 0.0000
0.0000 8 0 0.0000
0.0000 9 0 0.0000
0.0000 10 0 0.0000
0.0000 11 0 0.0000
0.0000 12 0 0.0000
0.0000 13 0 0.0000
0.0000 14 0 0.0000
0.0000 15 0 0.0000
0.0000 16 0 0.0000
0.0000 17 0 0.0000
0.0000 18 0 0.0000
0.0000 19 0 0.0000
0.0000 20 0 0.0000
0.0000 21 0 0.0000
0.0000 22 0 0.0000
0.0000 23 0 0.0000
0.0000 24 0 0.0000
0.0000 25 0 0.0000
0.0000 26 0 0.0000
0.0000 27 0 0.0000
0.0000 28 0 0.0000
0.0000 29 0 0.0000
0.0000 30 0 0.0000
0.0000 31 0 0.0000
0.0000 32 0 0.0000
0.0000 33 0 0.0000
0.0000 34 0 0.0000
0.0000 35 0 0.0000
0.0000 36 0 0.0000
0.0000 37 0 0.0000
0.0000 38 0 0.0000
0.0000 39 0 0.0000
0.0000 40 0 0.0000
0.0000 41 0 0.0000
0.0000 42 0 0.0000
0.0000 43 0 0.0000
0.0000 44 0 0.0000
0.0000 45 0 0.0000
0.0000 46 0 0.0000
0.0000 47 0 0.0000
0.0000 48 0 0.0000
0.0000 49 0 0.0000
0.0000 50 0 0.0000
0.0000 51 0 0.0000
0.0000 52 0 0.0000
0.0000 53 0 0.0000
0.0000 54 0 0.0000
0.0000 55 0 0.0000
0.0000 56 0 0.0000
0.0000 57 0 0.0000
0.0000 58 0 0.0000
0.0000 59 0 0.0000
0.0000 60 0 0.0000
0.0000 61 0 0.0000
0.0000 62 0 0.0000
0.0000 63 0 0.0000
0.0000 64 0 0.0000
0.0000 65 0 0.0000
0.0000 66 0 0.0000
0.0000 67 0 0.0000
0.0000 68 0 0.0000
0.0000 69 0 0.0000
0.0000 70 0 0.0000
0.0000 71 0 0.0000
0.0000 72 0 0.0000
0.0000 73 0 0.0000
0.0000 74 0 0.0000
0.0000 75 0 0.0000
0.0000 76 0 0.0000
0.0000 77 0 0.0000
0.0000 78 0 0.0000
0.0000 79 0 0.0000
0.0000 80 0 0.0000
0.0000 81 0 0.0000
0.0000 82 0 0.0000
0.0000 83 0 0.0000
0.0000 84 0 0.0000
0.0000 85 0 0.0000
0.0000 86 0 0.0000
0.0000 87 0 0.0000
0.0000 88 0 0.0000
0.0000 89 0 0.0000
0.0000 90 0 0.0000
0.0000 91 0 0.0000
0.0000 92 0 0.0000
0.0000 93 0 0.0000
0.0000 94 0 0.0000
0.0000 95 0 0.0000
0.0000 96 0 0.0000
0.0000 97 0 0.0000
0.0000 98 0 0.0000
0.0000 99 0 0.0000
0.0000 100 0 0.0000
81.4000 100 1 0.0100
83.1000 100 2 0.0200
89.7000 100 3 0.0300
98.2000 100 4 0.0400
104.5000 100 5 0.0500
108.3000 100 6 0.0600
115.6000 100 7 0.0700
116.8000 100 8 0.0800
118.7000 100 9 0.0900
121.2000 100 10 0.1000
125.3000 100 11 0.1100
126.2000 100 12 0.1200
128.0000 100 13 0.1300
128.6000 100 14 0.1400
134.7000 100 15 0.1500
135.5000 100 16 0.1600
136.2000 100 17 0.1700
137.0000 100 18 0.1800
138.4000 100 19 0.1900
139.2000 100 20 0.2000
142.7000 100 21 0.2100
142.9000 100 22 0.2200
148.8000 100 23 0.2300
151.8000 100 24 0.2400
151.8000 100 25 0.2500
151.9000 100 26 0.2600
152.0000 100 27 0.2700
159.0000 100 28 0.2800
161.8000 100 29 0.2900
165.0000 100 30 0.3000
167.0000 100 31 0.3100
169.5000 100 32 0.3200
175.5000 100 33 0.3300
177.9000 100 34 0.3400
186.4000 100 35 0.3500
197.8000 100 36 0.3600
198.5000 100 37 0.3700
200.4000 100 38 0.3800
203.3000 100 39 0.3900
205.2000 100 40 0.4000
206.0000 100 41 0.4100
206.6000 100 42 0.4200
207.5000 100 43 0.4300
213.3000 100 44 0.4400
216.4000 100 45 0.4500
218.0000 100 46 0.4600
227.3000 100 47 0.4700
227.4000 100 48 0.4800
237.1000 100 49 0.4900
306.1000 100 50 0.5000
308.3000 100 51 0.5100
318.2000 100 52 0.5200
319.7000 100 53 0.5300
328.5000 100 54 0.5400
334.2000 100 55 0.5500
336.4000 100 56 0.5600
338.7000 100 57 0.5700
339.6000 100 58 0.5800
339.9000 100 59 0.5900
340.5000 100 60 0.6000
353.6000 100 61 0.6100
356.0000 100 62 0.6200
357.4000 100 63 0.6300
358.3000 100 64 0.6400
362.0000 100 65 0.6500
370.2000 100 66 0.6600
371.9000 100 67 0.6700
372.8000 100 68 0.6800
374.9000 100 69 0.6900
381.2000 100 70 0.7000
382.4000 100 71 0.7100
388.6000 100 72 0.7200
395.5000 100 73 0.7300
396.8000 100 74 0.7400
400.2000 100 75 0.7500
401.4000 100 76 0.7600
402.7000 100 77 0.7700
407.9000 100 78 0.7800
410.9000 100 79 0.7900
417.0000 100 80 0.8000
420.0000 100 81 0.8100
425.4000 100 82 0.8200
431.7000 100 83 0.8300
438.2000 100 84 0.8400
440.6000 100 85 0.8500
447.6000 100 86 0.8600
451.9000 100 87 0.8700
453.6000 100 88 0.8800
459.8000 100 89 0.8900
460.1000 100 90 0.9000
471.0000 100 91 0.9100
471.8000 100 92 0.9200
477.1000 100 93 0.9300
492.4000 100 94 0.9400
516.1000 100 95 0.9500
518.0000 100 96 0.9600
532.6000 100 97 0.9700
547.4000 100 98 0.9800
558.8000 100 99 0.9900
571.9000 100 100 1.0000
